1,-1,524,293,273,180,0.96
1,-1,806,47,92,45,0.61
1,-1,625,104,128,46,0.45
1,-1,2,2,209,69,0.36
2,-1,531,291,270,181,0.96
2,-1,800,48,93,44,0.68
2,-1,610,104,139,47,0.45
2,-1,1,3,205,70,0.38
3,-1,532,292,270,177,0.95
3,-1,797,48,92,44,0.74
3,-1,1,2,216,69,0.39
3,-1,600,105,137,46,0.34
4,-1,526,286,278,181,0.95
4,-1,788,48,93,44,0.80
4,-1,788,48,93,44,0.37
4,-1,4,2,219,69,0.32
5,-1,528,285,279,180,0.97
5,-1,783,47,94,46,0.80
5,-1,4,2,221,69,0.32
6,-1,532,288,277,177,0.97
6,-1,774,49,97,44,0.79
6,-1,829,147,32,19,0.36
6,-1,1,3,204,68,0.33
7,-1,534,287,280,176,0.98
7,-1,763,48,105,47,0.74
7,-1,2,3,202,67,0.35
7,-1,498,115,177,79,0.34
7,-1,763,48,105,47,0.31
8,-1,535,286,278,177,0.98
8,-1,757,48,104,49,0.54
8,-1,479,119,179,77,0.44
8,-1,2,3,207,68,0.35
9,-1,537,284,277,177,0.98
9,-1,745,50,112,48,0.80
9,-1,3,2,211,69,0.37
9,-1,52,3,273,71,0.31
10,-1,539,283,278,177,0.98
10,-1,738,50,114,49,0.86
10,-1,2,2,214,69,0.38
11,-1,541,283,281,176,0.98
11,-1,727,51,116,48,0.82
11,-1,1,3,214,68,0.30
12,-1,547,282,275,176,0.99
12,-1,718,52,124,49,0.81
12,-1,718,52,124,49,0.37
12,-1,822,148,40,20,0.32
12,-1,364,128,210,79,0.32
12,-1,1,2,213,69,0.31
13,-1,550,282,270,174,0.98
13,-1,711,52,122,50,0.80
13,-1,330,130,212,91,0.50
13,-1,711,52,122,50,0.33
13,-1,823,147,40,20,0.32
13,-1,0,1,130,66,0.31
14,-1,554,282,266,173,0.98
14,-1,702,54,124,49,0.60
14,-1,310,132,218,90,0.54
14,-1,0,1,130,64,0.35
15,-1,557,282,263,173,0.98
15,-1,281,139,216,87,0.74
15,-1,0,2,130,64,0.32
15,-1,700,56,122,47,0.31
16,-1,561,283,261,172,0.98
16,-1,243,148,227,83,0.49
16,-1,688,64,109,47,0.39
16,-1,0,2,130,64,0.37
17,-1,565,280,259,173,0.96
17,-1,196,150,248,87,0.54
17,-1,679,64,113,48,0.48
17,-1,0,2,131,64,0.40
18,-1,568,281,257,171,0.97
18,-1,669,61,116,54,0.63
18,-1,0,3,130,64,0.35
18,-1,0,3,209,68,0.32
19,-1,572,281,254,169,0.95
19,-1,652,63,128,54,0.62
19,-1,128,156,255,95,0.43
19,-1,2,3,210,68,0.39
19,-1,566,276,260,171,0.35
19,-1,0,3,131,63,0.34
20,-1,578,280,251,168,0.93
20,-1,570,274,259,172,0.50
20,-1,639,62,136,57,0.48
20,-1,0,3,130,63,0.41
20,-1,83,160,266,103,0.41
20,-1,1,3,207,67,0.35
21,-1,582,276,251,170,0.86
21,-1,575,273,258,172,0.72
21,-1,641,68,124,56,0.59
21,-1,0,3,130,63,0.38
21,-1,2,3,200,67,0.37
22,-1,584,276,250,169,0.93
22,-1,630,68,128,56,0.75
22,-1,577,272,259,170,0.48
22,-1,0,3,127,63,0.45
22,-1,3,3,213,67,0.32
23,-1,585,275,253,167,0.91
23,-1,616,69,132,55,0.76
23,-1,580,271,261,169,0.55
23,-1,0,4,130,64,0.49
23,-1,824,151,36,18,0.42
24,-1,588,273,252,168,0.90
24,-1,593,71,145,54,0.79
24,-1,583,269,261,170,0.61
24,-1,0,5,129,62,0.53
24,-1,825,153,33,17,0.43
24,-1,870,143,33,18,0.30
25,-1,590,273,252,167,0.89
25,-1,585,71,142,56,0.65
25,-1,584,269,262,168,0.58
25,-1,0,5,127,63,0.48
25,-1,825,152,34,18,0.42
26,-1,591,272,252,166,0.90
26,-1,579,73,141,57,0.60
26,-1,586,267,262,168,0.51
26,-1,826,152,33,18,0.43
26,-1,0,4,128,64,0.42
26,-1,2,4,215,67,0.31
26,-1,873,143,30,18,0.30
27,-1,597,270,254,165,0.92
27,-1,566,73,146,59,0.66
27,-1,591,264,263,170,0.43
27,-1,826,152,33,18,0.43
27,-1,0,5,124,64,0.43
27,-1,937,56,23,26,0.34
27,-1,871,143,30,19,0.33
28,-1,599,271,254,165,0.94
28,-1,551,74,152,60,0.57
28,-1,0,5,125,64,0.46
28,-1,826,152,33,18,0.43
28,-1,932,55,28,30,0.36
28,-1,874,144,29,17,0.30
29,-1,603,268,255,166,0.93
29,-1,540,74,146,61,0.56
29,-1,0,5,121,65,0.51
29,-1,828,153,31,16,0.40
29,-1,599,265,261,170,0.37
29,-1,923,51,37,39,0.32
30,-1,608,268,252,165,0.93
30,-1,0,6,122,63,0.45
30,-1,826,152,32,18,0.39
30,-1,917,48,43,43,0.39
30,-1,604,264,260,170,0.30
31,-1,619,269,239,165,0.91
31,-1,915,49,44,42,0.45
31,-1,512,76,160,66,0.39
31,-1,0,7,126,61,0.38
31,-1,828,153,30,16,0.37
32,-1,623,269,236,163,0.90
32,-1,907,50,52,41,0.57
32,-1,828,153,31,16,0.43
32,-1,0,7,121,62,0.37
33,-1,626,270,237,162,0.92
33,-1,907,50,52,42,0.47
33,-1,0,7,120,63,0.41
33,-1,830,154,29,15,0.37
34,-1,633,267,235,163,0.89
34,-1,900,49,60,44,0.58
34,-1,0,7,120,63,0.42
34,-1,473,83,169,69,0.32
35,-1,635,267,234,161,0.82
35,-1,451,84,171,71,0.62
35,-1,896,52,63,43,0.61
35,-1,0,7,120,62,0.39
35,-1,832,153,27,16,0.36
36,-1,640,264,230,162,0.82
36,-1,890,55,67,38,0.64
36,-1,440,86,170,71,0.59
36,-1,0,8,120,61,0.33
37,-1,423,88,178,71,0.84
37,-1,649,269,217,156,0.78
37,-1,885,53,69,41,0.63
37,-1,0,8,120,61,0.33
37,-1,834,155,24,15,0.31
37,-1,924,85,35,25,0.30
38,-1,410,88,172,72,0.90
38,-1,641,267,235,153,0.79
38,-1,877,51,78,47,0.52
38,-1,0,7,120,62,0.37
38,-1,833,154,26,16,0.35
38,-1,919,83,41,29,0.35
38,-1,877,57,57,33,0.33
39,-1,391,90,174,71,0.89
39,-1,649,268,232,154,0.77
39,-1,871,57,64,35,0.49
39,-1,916,85,42,29,0.46
39,-1,0,7,120,63,0.39
39,-1,837,155,21,15,0.33
39,-1,778,166,29,20,0.30
