1,-1,300,124,81,72,0.75
1,-1,313,34,43,23,0.55
1,-1,417,31,32,26,0.54
1,-1,624,39,144,113,0.53
1,-1,549,47,37,28,0.38
1,-1,258,27,50,28,0.35
2,-1,300,125,78,71,0.69
2,-1,625,39,138,114,0.55
2,-1,415,33,31,23,0.50
2,-1,320,36,32,20,0.47
2,-1,549,47,36,29,0.34
2,-1,710,68,55,64,0.33
3,-1,293,129,86,70,0.68
3,-1,625,40,139,112,0.54
3,-1,416,34,29,24,0.52
3,-1,317,33,37,23,0.44
3,-1,705,65,59,71,0.33
3,-1,259,30,49,27,0.31
4,-1,292,131,88,69,0.64
4,-1,625,33,144,117,0.56
4,-1,316,34,36,22,0.54
4,-1,415,32,32,26,0.50
4,-1,258,30,46,25,0.40
4,-1,700,64,68,72,0.31
4,-1,181,42,92,49,0.31
5,-1,290,130,87,71,0.70
5,-1,625,34,141,113,0.59
5,-1,413,32,33,26,0.51
5,-1,309,31,41,25,0.50
5,-1,258,22,52,33,0.43
5,-1,178,40,102,51,0.32
6,-1,285,136,87,76,0.61
6,-1,306,32,45,24,0.53
6,-1,623,31,144,113,0.48
6,-1,412,31,34,28,0.47
6,-1,257,24,56,33,0.40
6,-1,539,37,33,24,0.31
7,-1,283,136,89,79,0.75
7,-1,304,31,46,24,0.52
7,-1,408,30,37,27,0.51
7,-1,626,35,142,113,0.45
7,-1,256,23,56,36,0.38
7,-1,539,37,32,23,0.36
8,-1,281,137,90,82,0.64
8,-1,412,33,32,25,0.39
8,-1,691,64,74,73,0.38
8,-1,303,29,45,24,0.38
8,-1,629,29,133,112,0.38
8,-1,542,39,28,20,0.32
8,-1,255,22,58,36,0.30
9,-1,280,141,91,78,0.66
9,-1,304,33,42,22,0.45
9,-1,410,34,34,26,0.40
9,-1,692,65,74,68,0.39
9,-1,255,25,59,36,0.38
9,-1,543,38,25,20,0.34
9,-1,627,33,134,108,0.33
9,-1,180,40,86,51,0.31
10,-1,282,142,85,85,0.68
10,-1,625,35,135,108,0.56
10,-1,543,38,25,20,0.45
10,-1,305,33,40,23,0.42
10,-1,410,34,31,25,0.41
10,-1,700,64,64,68,0.33
10,-1,258,28,56,32,0.32
11,-1,282,144,83,86,0.66
11,-1,539,36,28,21,0.56
11,-1,407,33,35,26,0.47
11,-1,629,35,133,107,0.47
11,-1,256,27,63,35,0.41
11,-1,301,32,42,24,0.41
11,-1,694,63,72,68,0.34
11,-1,413,49,38,31,0.33
12,-1,280,148,85,83,0.65
12,-1,542,37,25,20,0.54
12,-1,627,36,135,105,0.48
12,-1,407,33,34,25,0.48
12,-1,699,64,70,67,0.38
12,-1,302,34,38,24,0.37
12,-1,261,29,58,33,0.36
12,-1,412,51,38,28,0.36
12,-1,183,41,82,54,0.32
13,-1,278,155,84,78,0.58
13,-1,625,37,139,110,0.56
13,-1,542,38,26,18,0.45
13,-1,409,35,33,22,0.41
13,-1,705,65,62,63,0.37
13,-1,411,51,37,30,0.37
13,-1,266,35,47,23,0.37
13,-1,311,37,32,19,0.34
14,-1,276,158,82,78,0.59
14,-1,539,37,29,18,0.49
14,-1,408,35,34,22,0.43
14,-1,410,52,37,30,0.39
14,-1,709,65,60,60,0.35
