1,-1,12,152,80,185,1,-1,-1,-1
1,-1,116,163,84,161,1,-1,-1,-1
2,-1,14,146,82,190,1,-1,-1,-1
2,-1,120,164,77,158,1,-1,-1,-1
3,-1,15,146,82,192,1,-1,-1,-1
3,-1,116,170,82,159,1,-1,-1,-1
4,-1,24,146,77,195,1,-1,-1,-1
4,-1,115,181,92,152,1,-1,-1,-1
5,-1,143,158,70,180,1,-1,-1,-1
5,-1,31,160,83,190,1,-1,-1,-1
6,-1,148,164,72,173,1,-1,-1,-1
6,-1,31,155,90,191,1,-1,-1,-1
7,-1,151,166,68,171,1,-1,-1,-1
7,-1,32,145,83,206,1,-1,-1,-1
7,-1,341,196,23,49,1,-1,-1,-1
7,-1,275,205,23,55,1,-1,-1,-1
8,-1,32,150,88,203,1,-1,-1,-1
8,-1,160,170,67,173,1,-1,-1,-1
8,-1,283,208,18,55,1,-1,-1,-1
9,-1,39,143,86,212,1,-1,-1,-1
9,-1,165,161,69,184,1,-1,-1,-1
10,-1,167,154,86,193,1,-1,-1,-1
10,-1,52,141,96,216,1,-1,-1,-1
10,-1,420,206,30,54,1,-1,-1,-1
11,-1,175,153,82,197,1,-1,-1,-1
11,-1,448,197,23,35,1,-1,-1,-1
11,-1,51,142,93,213,1,-1,-1,-1
11,-1,310,209,20,52,1,-1,-1,-1
12,-1,178,156,90,194,1,-1,-1,-1
12,-1,315,213,19,53,1,-1,-1,-1
12,-1,65,141,91,209,1,-1,-1,-1
12,-1,286,214,21,51,1,-1,-1,-1
12,-1,353,220,14,29,1,-1,-1,-1
13,-1,70,143,84,209,1,-1,-1,-1
13,-1,188,161,78,190,1,-1,-1,-1
13,-1,311,204,22,63,1,-1,-1,-1
13,-1,283,207,23,58,1,-1,-1,-1
14,-1,77,136,88,230,1,-1,-1,-1
14,-1,199,158,85,197,1,-1,-1,-1
14,-1,310,209,22,56,1,-1,-1,-1
14,-1,388,219,12,30,1,-1,-1,-1
14,-1,345,211,21,51,1,-1,-1,-1
15,-1,210,158,82,203,1,-1,-1,-1
15,-1,346,204,23,64,1,-1,-1,-1
15,-1,316,205,24,60,1,-1,-1,-1
15,-1,373,214,21,38,1,-1,-1,-1
15,-1,82,126,94,246,1,-1,-1,-1
16,-1,213,157,83,201,1,-1,-1,-1
16,-1,80,120,104,251,1,-1,-1,-1
16,-1,346,201,23,66,1,-1,-1,-1
