1,1,634.45,266.88,80.29,68.63,0.80746
1,2,684.32,217.76,56.79,38.29,0.72662
1,3,461.01,144.57,33.05,28.03,0.67848
1,4,638.42,146.77,38.22,36.28,0.72811
1,5,712,225.07,33.94,40.48,0.57101
1,6,678.14,211.82,40.42,53.98,0.62529
1,7,568.99,80.43,25.5,29.9,0.51223
2,1,630.85,261.03,81.32,68.14,0.81517
2,2,680.04,214.22,59.41,40.44,0.75711
2,3,459.59,144.58,33.56,30.09,0.66561
2,4,637.52,146.25,39.21,37.73,0.73754
2,5,706.22,223.29,39.56,42.91,0.59559
2,6,673.88,204.22,43.8,59.65,0.52541
2,7,570.09,80.524,24.75,28.726,0.50649
3,1,629.49,253.19,77.76,68.5,0.8073
3,2,676.64,211.66,61.53,45.46,0.79882
3,3,636.53,147.1,38.7,34.45,0.71591
3,4,459.09,146.62,33.96,29.37,0.66427
3,5,568.59,80.69,25.2,28.31,0.49733
4,1,626.21,251.38,78.16,70.19,0.81497
4,2,681.63,211.58,53.4,40.91,0.73375
4,3,457.09,145.96,33.85,31.22,0.66847
4,4,641.47,150.03,33.78,31.39,0.6986
4,5,677.97,226.53,63.1,34.14,0.68237
4,6,680.36,196.46,51.39,41.41,0.51936
5,1,623.18,248.2,77.67,67.89,0.82848
5,2,674.84,207.15,59.59,46.11,0.78699
5,3,455.75,145.83,35.41,31.95,0.67857
5,4,638.05,147.32,35.35,31.33,0.69307
5,5,90.57,83.731,56.81,57.569,0.52595
6,1,620.8,246.95,74.82,63.57,0.82753
6,2,679.3,210.89,51.95,35.16,0.71689
6,3,636.47,145.73,36.09,33.19,0.71986
6,4,454.07,147.25,34.36,32.06,0.67225
6,5,671.43,207.45,38.21,46.78,0.60607
6,6,701.58,216.25,35.17,39.85,0.55242
6,7,435.4,134.29,52.3,33.89,0.60741
7,1,670.21,209,58.63,40.86,0.79243
7,2,617.56,242.51,76.8,71.04,0.8148
7,3,452,150.07,34.8,32.03,0.67791
7,4,635.67,148.89,35.04,31.72,0.72775
7,5,437.12,136.11,33.78,31.65,0.62343
7,6,563.57,79.624,25.3,23.936,0.52846
7,7,671.18,187.86,47.04,41.75,0.44856
8,1,616.66,242.24,73.34,63.65,0.82609
8,2,675.74,207.49,51.12,36.44,0.71852
8,3,631.24,147.3,38.85,34.42,0.70486
8,4,449.99,151.89,36.18,32.29,0.65798
8,5,435.64,138.43,31.66,30.48,0.65663
8,6,668.81,209.38,39.37,44.37,0.62245
8,7,692.58,219.5,39.96,32.8,0.58119
8,8,662.21,182.21,56,50.44,0.44716
9,1,616.84,237.34,70.6,57.51,0.81402
9,2,673.6,204.45,51.97,37.43,0.72664
9,3,634.34,145.64,34.68,32.28,0.71446
9,4,448.11,153.75,36.88,30.64,0.68043
9,5,434.75,138.37,31.94,32.03,0.6608
9,6,668.19,197.69,38.6,53.49,0.63363
9,7,652.52,217.58,74.86,34.7,0.6546
10,1,667.87,200.11,55.72,42.85,0.7727
10,2,613.87,232.54,72.38,65.13,0.80047
10,3,448.19,152.86,36.57,33.63,0.66888
10,4,630.03,145.56,38.03,34.66,0.7089
10,5,433.1,138.36,33.09,31.92,0.68015
11,1,612.8,234.12,68.7,54.43,0.81253
11,2,664.81,199.94,55.9,44,0.75793
11,3,632,148,35.37,29.88,0.73014
11,4,445.05,154.64,37.37,34.33,0.66486
11,5,432.02,138.9,31.66,31.4,0.66051
11,6,700.89,206.6,31.87,33.61,0.48926
12,1,610.92,230.57,65.18,58.07,0.80566
12,2,664.88,199.03,56.22,42.28,0.75452
12,3,630.97,148,35.95,29.7,0.72652
12,4,441.82,152.79,40.98,38.84,0.64445
12,5,430.86,141.19,30.64,32.16,0.7
12,6,695.02,211.64,33.86,35.68,0.46806
13,1,609.67,229.86,65.41,52.59,0.79938
13,2,664.4,193.25,57.24,48.35,0.77763
13,3,631.98,145.51,33.5,29.35,0.7153
13,4,442.33,155.9,39.1,35.45,0.70668
13,5,429.62,141.78,32.29,33.42,0.69446
13,6,645.01,209.75,75.53,37.76,0.60983
13,7,655.23,175.53,53.95,53.41,0.45197
14,1,608.9,227.46,62.6,50.48,0.81095
14,2,665.32,195.51,53.57,41.31,0.76837
14,3,631.64,145.36,33.57,29.82,0.72464
14,4,443.02,157.38,37.83,35.17,0.7162
14,5,427.44,141.34,32.76,33.22,0.71263
14,6,651.76,172.76,56.05,53.93,0.43124
14,7,88.892,119.72,92.588,101.11,0.51251
15,1,605.96,225.35,63.94,49.79,0.81001
15,2,665.09,194.24,51.71,41.77,0.7731
15,3,426.53,142.04,32.17,34.93,0.7146
15,4,632.67,144.35,31.18,28.99,0.70924
15,5,436.19,157.46,43.73,36.57,0.67037
15,6,180.22,156.38,62.27,41.97,0.54313
16,1,604.45,222.38,62.89,50.49,0.79617
16,2,661.72,192.96,53.37,42.5,0.78243
16,3,632.06,146.35,32.1,29.07,0.71492
16,4,440.63,160.46,37.51,36.11,0.69932
16,5,425.86,142.23,33.25,38.2,0.67733
17,1,602.08,220.75,60.17,50.2,0.80382
17,2,665.53,193.19,49.18,34.7,0.70344
17,3,422.51,146.33,56.23,50.34,0.612
17,4,632.41,145.01,30.98,30.18,0.7014
17,5,661.72,182.5,42.2,37.63,0.51325
18,1,602.52,216.6,60.01,49.07,0.79991
18,2,660.47,190.33,53.4,40.55,0.77722
18,3,433.7,161.62,42.04,37.69,0.66808
18,4,631.56,142.75,31.86,29.97,0.69269
18,5,180.46,156.18,60.24,41.83,0.52608
18,6,424.27,144.93,32.23,35.8,0.69457
19,1,599.65,212.49,59.88,50.6,0.79226
19,2,658.97,188.31,54.4,39.81,0.76225
19,3,434.54,162.87,41.27,36.94,0.71754
19,4,626.71,140.01,35.03,32.42,0.67693
19,5,423.06,146.23,33.01,34.52,0.7089
19,6,87.558,112.36,102.2,108.28,0.45342
20,1,598.93,211.45,60.41,49.18,0.79586
20,2,655.96,185.95,54.74,40.67,0.75009
20,3,435.3,166.23,39.94,37.23,0.68458
20,4,629.01,141.11,33.97,31.09,0.69496
20,5,421.26,148.62,33.19,34.9,0.70186
20,6,656.77,202.28,63.44,98.02,0.31414
21,1,598.05,210.55,54.14,47.22,0.79369
21,2,659.36,187.18,52.42,38.83,0.78116
21,3,430.8,166.62,42.2,38.59,0.68038
21,4,628.57,143.07,36.07,28.88,0.69251
21,5,420.65,148.83,33.48,34.45,0.72518
22,1,595.37,206.65,58.96,49.37,0.77247
22,2,660.29,187.65,49.53,37.99,0.77337
22,3,430.21,169.27,42.39,39.29,0.68918
22,4,628.42,142.32,32.42,26.18,0.69259
22,5,414.78,152.36,48.67,39.36,0.66257
22,6,90.111,117.57,91.089,99.69,0.55378
23,1,594.59,207.53,54.26,45.9,0.80632
23,2,659.31,187.1,48.53,36.76,0.77746
23,3,429.78,170.73,42.93,41.63,0.69154
23,4,626.11,142.36,33.17,28.67,0.67288
23,5,179.54,154.61,64.78,46.63,0.51431
23,6,413.4,151.7,45.86,42.3,0.67652
23,7,654.54,174.93,36.34,49.58,0.48446
24,1,593.87,206.89,54.25,44.61,0.7866
24,2,655.17,187.93,51.33,36.6,0.77119
24,3,427.59,173.71,42.9,40.13,0.71679
24,4,627.34,143.48,32.1,26.39,0.71345
24,5,416.04,156.14,31.95,34.8,0.69021
24,6,293.48,145.62,50.54,45.91,0.36429
25,1,592.72,204.57,52.51,44.77,0.78582
25,2,653.41,184.14,52.51,39.5,0.77999
25,3,425.22,176.73,43.77,40.12,0.7161
25,4,411.61,156.4,44.71,38.01,0.72235
25,5,626.5,143.75,30.16,26.24,0.70137
25,6,655.88,197.65,57.19,81.26,0.325
26,1,589.14,201.09,57.04,45.45,0.78609
26,2,651.33,182.03,53.33,39.23,0.76507
26,3,424.48,177.51,42.25,42.6,0.71343
26,4,626.28,142.23,31.84,27.23,0.70637
26,5,406.08,153.22,58.62,51.48,0.66234
26,6,653.84,195.91,57.75,83.03,0.33652
27,1,588.71,197.74,52.07,45.68,0.80282
27,2,653.76,182,49.97,37.14,0.78009
27,3,422.3,179.2,44.08,41.18,0.72373
27,4,178.3,155.64,65.34,45.87,0.51836
27,5,623.37,138.63,33.2,31.65,0.71439
27,6,405.55,156.44,48.28,44.01,0.69947
27,7,88.572,120.49,91.598,97.84,0.57954
28,1,588.44,194.4,52.25,48.04,0.79821
28,2,655.81,182.63,47.43,35.71,0.78364
28,3,419.95,178.93,46.09,44.59,0.71108
28,4,179.04,154.9,65.76,46.76,0.49814
28,5,624.08,137.93,33.1,32.4,0.71924
28,6,405.19,158.74,55.13,47.67,0.66877
28,7,88.979,118.51,91.501,98.94,0.55702
28,8,652.8,195.09,62.99,91.34,0.31928
29,1,588.6,191.68,49.83,47.38,0.795
29,2,654.88,181.06,47.79,36.5,0.78647
