1,-1,1465,426,70,178,1,-1,-1,-1
1,-1,1368,408,63,192,1,-1,-1,-1
1,-1,644,421,53,169,1,-1,-1,-1
1,-1,535,438,60,165,1,-1,-1,-1
1,-1,730,427,51,165,1,-1,-1,-1
1,-1,970,406,28,56,1,-1,-1,-1
1,-1,1192,405,31,82,1,-1,-1,-1
1,-1,881,416,26,45,1,-1,-1,-1
1,-1,547,441,48,118,1,-1,-1,-1
2,-1,1466,429,68,174,1,-1,-1,-1
2,-1,1368,410,62,190,1,-1,-1,-1
2,-1,640,423,53,165,1,-1,-1,-1
2,-1,736,435,47,122,1,-1,-1,-1
2,-1,1194,406,29,81,1,-1,-1,-1
2,-1,970,403,29,60,1,-1,-1,-1
2,-1,532,436,59,165,1,-1,-1,-1
2,-1,552,439,48,120,1,-1,-1,-1
3,-1,1467,426,64,167,1,-1,-1,-1
3,-1,1368,412,59,186,1,-1,-1,-1
3,-1,639,422,52,167,1,-1,-1,-1
3,-1,737,435,43,105,1,-1,-1,-1
3,-1,970,401,28,59,1,-1,-1,-1
3,-1,1190,406,28,80,1,-1,-1,-1
3,-1,548,441,56,157,1,-1,-1,-1
3,-1,880,413,24,45,1,-1,-1,-1
3,-1,650,444,52,157,1,-1,-1,-1
3,-1,459,426,58,146,1,-1,-1,-1
3,-1,567,438,43,123,1,-1,-1,-1
4,-1,1362,419,66,190,1,-1,-1,-1
4,-1,1454,426,77,180,1,-1,-1,-1
4,-1,643,423,53,161,1,-1,-1,-1
4,-1,751,435,40,81,1,-1,-1,-1
4,-1,968,410,28,50,1,-1,-1,-1
4,-1,1176,423,34,78,1,-1,-1,-1
4,-1,877,418,24,44,1,-1,-1,-1
4,-1,1187,410,30,73,1,-1,-1,-1
4,-1,654,446,49,152,1,-1,-1,-1
5,-1,1356,419,72,179,1,-1,-1,-1
5,-1,640,421,64,181,1,-1,-1,-1
5,-1,1450,430,69,169,1,-1,-1,-1
5,-1,335,389,70,211,1,-1,-1,-1
5,-1,564,414,58,176,1,-1,-1,-1
5,-1,961,408,33,51,1,-1,-1,-1
5,-1,450,411,72,188,1,-1,-1,-1
5,-1,1175,433,35,69,1,-1,-1,-1
5,-1,877,413,31,45,1,-1,-1,-1
5,-1,736,433,41,73,1,-1,-1,-1
6,-1,1357,421,73,170,1,-1,-1,-1
6,-1,643,421,61,180,1,-1,-1,-1
6,-1,1448,425,70,191,1,-1,-1,-1
6,-1,1171,432,37,69,1,-1,-1,-1
6,-1,961,405,37,57,1,-1,-1,-1
6,-1,871,411,33,52,1,-1,-1,-1
6,-1,451,422,70,167,1,-1,-1,-1
6,-1,543,449,58,145,1,-1,-1,-1
6,-1,571,428,49,139,1,-1,-1,-1
7,-1,537,450,62,151,1,-1,-1,-1
7,-1,447,445,70,161,1,-1,-1,-1
7,-1,632,444,66,160,1,-1,-1,-1
7,-1,1440,427,71,186,1,-1,-1,-1
7,-1,1356,426,68,178,1,-1,-1,-1
7,-1,958,403,39,60,1,-1,-1,-1
7,-1,1167,428,37,78,1,-1,-1,-1
8,-1,439,440,79,169,1,-1,-1,-1
8,-1,536,448,62,155,1,-1,-1,-1
