1,1,788.93,197.98,172.07,98.49,0.68473
1,2,429.87,117.96,129.96,64.98,0.54507
1,3,285.88,83.706,91.89,45.944,0.51466
1,4,728.78,208.94,232.22,129.96,0.44622
1,5,752.8,146.51,208.2,121.26,0.34347
1,6,386.96,111.28,183.79,91.89,0.29395
1,7,237.79,70.644,139.29,69.646,0.13473
1,8,901.29,35.297,59.71,51.445,0.12022
1,9,679.82,182.02,281.18,226.27,0.056105
1,10,9.5742,258.23,68.594,51.44,0.053776
1,11,279.58,28.858,278.57,139.29,0.025617
1,12,1,223.86,83.573,83.57,0.02303
2,1,761.04,191.01,199.96,105.56,0.73783
2,2,425.4,122.26,121.26,60.63,0.56717
2,3,283.95,86.742,85.74,42.868,0.50436
2,4,395.41,103.89,171.49,85.74,0.35198
2,5,697.44,140.29,263.56,139.29,0.3032
2,6,717.57,210,243.43,149.28,0.2796
2,7,275.37,35.297,171.49,85.743,0.25866
2,8,225,65,160,80,0.16758
2,9,901.58,37.758,59.42,55.138,0.11294
2,10,18.148,258.23,68.594,51.44,0.1109
2,11,634.57,182.02,326.43,226.27,0.035065
2,12,402.13,127.67,211.12,105.56,0.031087
2,13,221.55,92.896,183.79,91.894,0.030206
2,14,279.58,28.858,278.57,139.29,0.02519
2,15,299.57,1,597.14,238.86,0.023578
2,16,1,234.93,90.972,77.97,0.011638
2,17,74.892,370.46,105.56,52.78,0.0057154
2,18,50.246,197.98,68.944,68.95,0.00045787
3,1,747.7,182.02,213.3,113.14,0.78622
3,2,423.24,117.12,105.56,52.78,0.62864
3,3,276.69,83.706,91.89,45.944,0.54695
3,4,401,113,160,80,0.39976
3,5,275.37,35.297,171.49,85.743,0.28215
3,6,676.79,208.94,259.92,129.96,0.27745
3,7,673,129,288,160,0.20899
3,8,225,65,160,80,0.17292
3,9,901.29,43.871,59.71,51.445,0.12184
3,10,18.148,258.23,68.594,51.44,0.10339
3,11,634.36,169.9,326.64,211.12,0.1002
3,12,221.55,92.896,183.79,91.894,0.051819
3,13,335.87,79.793,196.98,98.487,0.045218
3,14,381.02,127.67,211.12,105.56,0.026355
3,15,419,1,542,298.57,0.022866
