1,1,405.33,238.93,188.74,115.14
2,1,395.95,234.67,183.4,114.06
3,1,386.56,230.4,178.07,113.0
4,1,377.17,226.13,172.74,111.94
5,1,367.79,221.87,167.4,110.86
6,1,358.4,217.6,162.07,109.8
7,1,349.23,216.53,158.65,107.24
8,1,340.05,215.47,155.24,104.68
9,1,330.88,214.4,151.83,102.12
10,1,321.71,213.33,148.41,99.56
11,1,312.53,212.27,145.0,97.0
12,1,300.37,208.21,143.51,94.66
13,1,288.21,204.16,142.02,92.31
14,1,276.05,200.11,140.52,89.96
15,1,263.89,196.05,139.03,87.62
16,1,251.73,192.0,137.54,85.27
17,1,246.61,191.36,132.63,82.71
18,1,241.49,190.72,127.72,80.15
19,1,236.37,190.08,122.82,77.59
20,1,231.25,189.44,117.91,75.03
21,1,226.13,188.8,113.0,72.47
22,1,219.95,184.96,113.64,74.81
23,1,213.76,181.12,114.28,77.16
24,1,207.57,177.28,114.92,79.51
25,1,201.39,173.44,115.56,81.85
26,1,195.2,169.6,116.2,84.2
27,1,190.51,168.11,116.62,82.49
28,1,185.81,166.61,117.06,80.79
29,1,181.12,165.12,117.48,79.08
30,1,176.43,163.63,117.9,77.37
31,1,171.73,162.13,118.34,75.67
32,1,167.25,160.85,117.06,75.46
33,1,162.77,159.57,115.78,75.24
34,1,158.29,158.29,114.5,75.03
35,1,153.81,157.01,113.22,74.82
36,1,149.33,155.73,111.94,74.6
36,2,935.47,350.93,25.53,65.0
37,1,145.71,154.03,110.22,73.74
37,2,914.13,342.61,46.87,71.83
38,1,142.08,152.32,108.52,72.89
38,2,892.8,334.29,68.2,78.66
39,1,138.45,150.61,106.82,72.04
39,2,871.47,325.97,89.53,85.48
40,1,134.83,148.91,105.1,71.18
40,2,850.13,317.65,110.87,92.31
41,1,131.2,147.2,103.4,70.33
41,2,828.8,309.33,132.2,99.14
42,1,127.79,145.71,102.12,70.33
42,2,811.31,303.79,149.69,102.76
43,1,124.37,144.21,100.84,70.34
43,2,793.81,298.24,167.19,106.39
44,1,120.96,142.72,99.56,70.33
44,2,776.32,292.69,184.68,110.02
45,1,117.55,141.23,98.28,70.33
45,2,758.83,287.15,202.17,113.64
46,1,114.13,139.73,97.0,70.34
46,2,741.33,281.6,219.67,117.27
47,1,110.93,139.73,95.94,68.84
47,2,726.61,276.91,219.24,115.98
48,1,107.73,139.73,94.87,67.35
48,2,711.89,272.21,224.15,114.71
49,1,104.53,139.73,93.8,65.86
49,2,697.17,267.52,229.06,113.43
50,1,101.33,139.73,92.74,64.36
50,2,682.45,262.83,233.96,112.14
51,1,98.133,139.73,91.667,62.87
51,2,667.73,258.13,238.87,110.87
52,1,95.787,138.45,90.173,62.02
52,2,654.72,254.51,234.39,108.52
53,1,93.44,137.17,88.68,61.16
53,2,641.71,250.88,229.9,106.17
54,1,91.093,135.89,87.187,60.31
54,2,628.69,247.25,225.43,103.83
55,1,88.747,134.61,85.693,59.46
55,2,615.68,243.63,220.95,101.48
56,1,86.4,133.33,84.2,58.6
56,2,602.67,240.0,216.46,99.13
57,1,83.2,131.63,83.99,59.45
57,2,591.15,237.65,212.2,99.56
58,1,80.0,129.92,83.77,60.31
58,2,579.63,235.31,207.93,99.98
59,1,76.8,128.21,83.56,61.16
59,2,568.11,232.96,203.66,100.41
60,1,73.6,126.51,83.35,62.01
60,2,556.59,230.61,199.4,100.84
61,1,70.4,124.8,83.13,62.87
61,2,545.07,228.27,195.13,101.26
62,1,69.76,124.59,81.43,60.73
62,2,535.47,224.85,191.29,99.56
63,1,69.12,124.37,79.72,58.6
63,2,525.87,221.44,187.45,97.85
64,1,68.48,124.16,78.01,56.47
64,2,516.27,218.03,183.61,96.14
65,1,67.84,123.95,76.31,54.33
65,2,506.67,214.61,179.77,94.44
66,1,67.2,123.73,74.6,52.2
66,2,497.07,211.2,175.93,92.73
67,1,65.28,122.67,74.39,51.77
67,2,488.75,209.28,172.94,91.03
68,1,63.36,121.6,74.17,51.35
68,2,480.43,207.36,169.96,89.32
69,1,61.44,120.53,73.96,50.92
69,2,472.11,205.44,166.97,87.61
70,1,59.52,119.47,73.75,50.49
70,2,463.79,203.52,163.98,85.91
71,1,57.6,118.4,73.53,50.07
71,2,455.47,201.6,161.0,84.2
72,1,55.467,117.12,73.323,49.85
72,2,448.85,198.19,157.16,85.48
73,1,53.333,115.84,73.107,49.64
73,2,442.24,194.77,153.32,86.76
74,1,51.2,114.56,72.89,49.43
74,2,435.63,191.36,149.48,88.04
75,1,49.067,113.28,72.683,49.21
75,2,429.01,187.95,145.64,89.32
76,1,46.933,112.0,72.467,49.0
76,2,422.4,184.53,141.8,90.6
77,1,44.587,112.0,73.103,48.15
77,2,417.07,183.25,138.38,88.04
78,1,42.24,112.0,73.75,47.29
78,2,411.73,181.97,134.98,85.48
79,1,39.893,112.0,74.387,46.44
79,2,406.4,180.69,131.56,82.92
80,1,37.547,112.0,75.023,45.59
80,2,401.07,179.41,128.14,80.36
81,1,35.2,112.0,75.67,44.73
81,2,395.73,178.13,124.74,77.8
82,1,33.28,111.57,74.81,44.74
82,2,389.12,176.43,122.6,76.94
83,1,31.36,111.15,73.96,44.73
83,2,382.51,174.72,120.46,76.09
84,1,29.44,110.72,73.11,44.73
84,2,375.89,173.01,118.34,75.24
85,1,27.52,110.29,72.253,44.74
85,2,369.28,171.31,116.2,74.38
86,1,25.6,109.87,71.4,44.73
86,2,362.67,169.6,114.06,73.53
87,1,23.04,109.65,71.613,44.74
87,2,351.79,169.39,112.36,72.04
88,1,20.48,109.44,71.827,44.73
88,2,340.91,169.17,110.65,70.55
89,1,17.92,109.23,72.04,44.73
89,2,330.03,168.96,108.94,69.05
90,1,15.36,109.01,72.253,44.74
90,2,319.15,168.75,107.24,67.56
91,1,12.8,108.8,72.467,44.73
91,2,308.27,168.53,105.53,66.07
91,3,864.0,331.73,97.0,81.0
92,1,1.0,108.37,81.707,44.95
92,2,304.64,168.96,102.76,62.65
92,3,846.51,324.27,114.49,89.32
93,1,1.0,107.95,79.147,45.16
93,2,301.01,169.39,99.99,59.24
93,3,829.01,316.8,131.99,97.64
94,1,1.0,107.52,76.587,45.37
94,2,297.39,169.81,97.21,55.83
94,3,811.52,309.33,149.48,105.96
95,1,1.0,107.09,74.027,45.59
95,2,293.76,170.24,94.44,52.41
95,3,794.03,301.87,166.97,114.28
96,1,1.0,106.67,71.467,45.8
96,2,290.13,170.67,91.67,49.0
96,3,776.53,294.4,184.47,122.6
97,1,1.0,106.45,68.48,46.02
97,2,284.8,167.68,90.39,49.43
97,3,759.04,289.07,201.96,120.68
98,1,1.0,106.24,65.493,46.23
98,2,279.47,164.69,89.1,49.86
98,3,741.55,283.73,219.45,118.76
99,1,1.0,106.03,62.507,46.44
99,2,274.13,161.71,87.83,50.28
99,3,724.05,278.4,236.95,116.84
100,1,1.0,105.81,59.52,46.66
100,2,268.8,158.72,86.55,50.71
100,3,706.56,273.07,254.44,114.92
101,1,1.0,105.6,56.533,46.87
101,2,263.47,155.73,85.26,51.14
101,3,689.07,267.73,271.93,113.0
102,2,258.99,154.03,83.13,52.84
102,3,675.63,264.11,262.54,111.29
103,2,254.51,152.32,81.0,54.55
103,3,662.19,260.48,258.49,109.59
104,2,250.03,150.61,78.86,56.26
104,3,648.75,256.85,254.44,107.88
105,2,245.55,148.91,76.73,57.96
105,3,635.31,253.23,250.38,106.17
106,2,241.07,147.2,74.6,59.67
106,3,621.87,249.6,246.33,104.47
107,2,238.08,145.07,77.37,59.02
107,3,610.77,247.25,242.07,102.34
108,2,235.09,142.93,80.15,58.39
108,3,599.68,244.91,237.8,100.2
109,2,232.11,140.8,82.92,57.75
109,3,588.59,242.56,233.53,98.07
110,2,229.12,138.67,85.69,57.1
110,3,577.49,240.21,229.27,95.94
111,2,226.13,136.53,88.47,56.47
111,3,566.4,237.87,225.0,93.8
112,2,221.87,135.04,90.17,57.32
112,3,556.16,234.45,222.01,93.38
113,2,217.6,133.55,91.88,58.17
113,3,545.92,231.04,219.03,92.95
114,2,213.33,132.05,93.59,59.03
114,3,535.68,227.63,216.04,92.52
115,2,209.07,130.56,95.29,59.88
115,3,525.44,224.21,213.05,92.1
116,2,204.8,129.07,97.0,60.73
116,3,515.2,220.8,210.07,91.67
117,2,201.81,127.79,95.3,60.52
117,3,506.88,218.45,206.44,90.6
118,2,198.83,126.51,93.58,60.3
118,3,498.56,216.11,202.81,89.53
119,2,195.84,125.23,91.88,60.09
119,3,490.24,213.76,199.19,88.47
120,2,192.85,123.95,90.18,59.88
120,3,481.92,211.41,195.56,87.4
121,2,189.87,122.67,88.46,59.66
121,3,473.6,209.07,191.93,86.33
122,2,186.03,122.45,88.68,58.39
122,3,466.35,207.15,189.16,86.33
123,2,182.19,122.24,88.89,57.11
123,3,459.09,205.23,186.39,86.33
124,2,178.35,122.03,89.1,55.82
124,3,451.84,203.31,183.61,86.33
125,2,174.51,121.81,89.32,54.55
125,3,444.59,201.39,180.84,86.33
126,2,170.67,121.6,89.53,53.27
126,3,437.33,199.47,178.07,86.33
127,2,167.68,120.32,88.47,53.05
127,3,429.44,198.19,177.0,84.41
128,2,164.69,119.04,87.4,52.84
128,3,421.55,196.91,175.93,82.49
129,2,161.71,117.76,86.33,52.63
129,3,413.65,195.63,174.87,80.57
130,2,158.72,116.48,85.27,52.41
130,3,405.76,194.35,173.8,78.65
131,2,155.73,115.2,84.2,52.2
131,3,397.87,193.07,172.73,76.73
132,2,152.11,114.77,84.41,52.84
